,sentences1,sentences2,is_similar
67,03 QUARTER SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6V NECK 7UNLINED 8COTTON 9GREEN MIX 5TUNICS 10.48,0SHORT SLEEVE 1NA12 2MIDI 3NA3 4STRIPED 2MIDI 6HIGH NECK 7UNLINED 8VISCOSE 9BLACK MIX 5SHIFT DRESS 7.17,0
68,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4EMBROIDERED 2MIDI 6ROUND NECK 7REMOVABLE LINING 8POLYESTER 9NAVY MIX 5SKATER DRESS 22.79,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4STRIPED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9NAVY MIX 5TUNICS 6.39,0
69,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4EMBROIDERED 2MIDI 6ROUND NECK 7REMOVABLE LINING 8POLYESTER 9NAVY MIX 5SKATER DRESS 22.79,0SHORT SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8JERSEY 9GREEN 5SWING DRESS 8.66,1
70,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0SLEEVELESS 1BACK BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6HALTER NECK 7UNLINED 8VISCOSE 9DARK NAVY 5WAISTED DRESS 11.54,0
71,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9CHAMBRAY 5SHIFT DRESS 5.04,1
72,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PRINTED 2KNEE LENGTH 6NA8 7UNLINED 8JERSEY 9GREEN MIX 5BARDOT DRESS 5.96,0
73,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0LONG SLEEVE 1BACK ZIP FASTENING 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6TURTLE NECK 7UNLINED 8SYNTHETIC 9BLACK 5SHIFT DRESS 9.51,0
74,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 4.36,1
75,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9OATMEAL 5SHIFT DRESS 5.04,1
76,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9NAVY 5SHIFT DRESS 4.57,1
77,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9GREEN 5NA7 4.57,0
78,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8POLYESTER MIX 9BLACK 5SKATER DRESS 10.09,1
79,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9BLACK 5SHIFT DRESS 4.57,0
80,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE MIX 9NAVY 5SWING DRESS 4.63,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9RED 5SLIP DRESS 7.34,0
81,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE MIX 9NAVY 5SWING DRESS 4.63,0SLEEVELESS 1PULL ON 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5SLIP DRESS 4.71,1
82,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE MIX 9BLACK MIX 5SWING DRESS 5.78,03 QUARTER SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3NA3 4STRIPED 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 14.15,1
83,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE MIX 9BLACK MIX 5SWING DRESS 5.78,03 QUARTER SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4CHECKED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER MIX 9GREY MIX 5TUNICS 7.48,1
84,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE MIX 9BLACK MIX 5SWING DRESS 5.78,0SHORT SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER 9BLACK 5TUNICS 5.05,0
85,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE MIX 9BLACK MIX 5SWING DRESS 5.78,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8POLYESTER MIX 9BLACK 5SKATER DRESS 10.09,0
86,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE MIX 9BLACK MIX 5SWING DRESS 5.78,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9LIGHT TAN MIX 5SHIRT DRESS 14.49,1
87,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE MIX 9BLACK MIX 5SWING DRESS 5.78,0SHORT SLEEVE 1NA12 2KNEE LENGTH 3NA3 4ANIMAL PRINT 2KNEE LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9BROWN MIX 5SHIFT DRESS 5.85,0
88,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER MIX 9PURPLE MIX 5BODYCON DRESS 11.98,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9BLACK 5SHIRT DRESS 17.06,0
89,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER MIX 9PURPLE MIX 5BODYCON DRESS 11.98,0SHORT SLEEVE 1BACK ZIP FASTENING 2KNEE LENGTH 3SLIM FIT 4PLAIN 2KNEE LENGTH 6V NECK 7LINED 8VISCOSE MIX 9WINTER LIME 5TUNICS 15.25,0
90,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER MIX 9PURPLE MIX 5BODYCON DRESS 11.98,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9BLACK MIX 5TUNICS 4.69,1
91,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER MIX 9PURPLE MIX 5BODYCON DRESS 11.98,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9GREEN 5NA7 4.57,0
92,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER MIX 9PURPLE MIX 5BODYCON DRESS 11.98,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLUE MIX 5SWING DRESS 4.05,1
93,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER MIX 9PURPLE MIX 5BODYCON DRESS 11.98,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4FLORAL 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLUE MIX 5SWING DRESS 4.05,1
94,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9COCOA 5TUNICS 12.44,0SHORT SLEEVE 1BACK BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5JUMPSUITS 13.09,0
95,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9COCOA 5TUNICS 12.44,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9BLACK 5TUNICS 11.4,1
96,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9COCOA 5TUNICS 12.44,0LONG SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8SYNTHETIC 9RED 5FIT AND FLARE DRESS 9.76,1
97,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9COCOA 5TUNICS 12.44,0SLEEVELESS 1BUTTON FASTENING 2NA6 3REGULAR FIT 4STRIPED 2NA6 6V NECK 7UNLINED 8LINEN MIX 9IVORY MIX 5JUMPSUITS 13.11,0
98,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9COCOA 5TUNICS 12.44,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY MIX 5TUNICS 6.14,0
99,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9COCOA 5TUNICS 12.44,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 12.44,1
100,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 12.44,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9BLACK 5TUNICS 11.4,1
101,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 12.44,0SLEEVELESS 1PULL ON 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5SLIP DRESS 4.71,0
102,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 12.44,0SHORT SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER 9BLACK 5TUNICS 5.05,0
103,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 12.44,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9OATMEAL 5SHIFT DRESS 5.04,0
104,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 12.44,0LONG SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8SYNTHETIC 9RED 5FIT AND FLARE DRESS 9.76,1
105,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 12.44,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9COCOA 5TUNICS 12.44,1
106,0LONG SLEEVE 1NA12 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9WINTER WHITE 5TUNICS 15.38,0SLEEVELESS 1NA12 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9SAGE 5TUNICS 15.33,1
107,0LONG SLEEVE 1NA12 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9WINTER WHITE 5TUNICS 15.38,03 QUARTER SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER 9BLACK MIX 5TUNICS 7.84,0
108,0LONG SLEEVE 1NA12 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9WINTER WHITE 5TUNICS 15.38,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.82,1
109,0LONG SLEEVE 1NA12 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9WINTER WHITE 5TUNICS 15.38,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.63,1
110,0LONG SLEEVE 1NA12 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9WINTER WHITE 5TUNICS 15.38,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3LOOSE FIT 4STRIPED 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY MIX 5SHIRT DRESS 14.0,0
111,0LONG SLEEVE 1NA12 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9WINTER WHITE 5TUNICS 15.38,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8JERSEY 9BLACK 5SWING DRESS 4.77,0
112,0SLEEVELESS 1NA12 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9SAGE 5TUNICS 15.33,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9SILVER 5TUNICS 15.2,0
113,0SLEEVELESS 1NA12 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9SAGE 5TUNICS 15.33,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,0
114,0SLEEVELESS 1NA12 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9SAGE 5TUNICS 15.33,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.82,1
115,0SLEEVELESS 1NA12 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9SAGE 5TUNICS 15.33,0LONG SLEEVE 1NA12 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9WINTER WHITE 5TUNICS 15.38,1
116,0SLEEVELESS 1NA12 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9SAGE 5TUNICS 15.33,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.63,1
117,0SLEEVELESS 1NA12 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9SAGE 5TUNICS 15.33,0LONG SLEEVE 1BACK ZIP FASTENING 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6TURTLE NECK 7UNLINED 8SYNTHETIC 9CAMEL 5SHIFT DRESS 9.51,0
118,0LONG SLEEVE 1BUTTON THROUGH 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY MIX 5SHIRT DRESS 15.33,0LONG SLEEVE 1BUTTON THROUGH 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER 9BLACK MIX 5SHIRT DRESS 13.12,1
119,0LONG SLEEVE 1BUTTON THROUGH 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY MIX 5SHIRT DRESS 15.33,0SLEEVELESS 1PULL ON 2MINI 3LOOSE FIT 4PLAIN 2MINI 6HALTER NECK 7UNLINED 8POLYESTER 9BLACK 5SWING DRESS 10.64,0
120,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,0LONG SLEEVE 1NA12 2MIDI 3NA3 4FLORAL 2MIDI 6SQUARE NECK 7UNLINED 8VISCOSE 9TERRACOTTA MIX 5WAISTED DRESS 16.75,0
121,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,0LONG SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE 9NAVY 5COLUMN DRESS 11.02,1
122,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,0LONG SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE 9BLACK 5COLUMN DRESS 13.62,1
123,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9SILVER 5TUNICS 15.2,1
124,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,03 QUARTER SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4SPOTTY 2KNEE LENGTH 6ROUND NECK 7LINED 8POLYESTER 9LIME 5TUNICS 10.69,0
125,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,0SLEEVELESS 1PULL ON 2MIDI 3SWING FIT 4PRINTED 2MIDI 6SQUARE NECK 7UNLINED 8LINEN MIX 9YELLOW MIX 5SKATER DRESS 10.31,0
126,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9SILVER 5TUNICS 15.2,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,1
127,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9SILVER 5TUNICS 15.2,0LONG SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE 9BLACK 5COLUMN DRESS 13.62,1
128,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9SILVER 5TUNICS 15.2,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0
129,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9SILVER 5TUNICS 15.2,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9BRIGHT RED 5FIT AND FLARE DRESS 12.47,0
130,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9SILVER 5TUNICS 15.2,0LONG SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE 9NAVY 5COLUMN DRESS 11.02,1
131,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9SILVER 5TUNICS 15.2,0SLEEVELESS 1NA12 2MAXI 3NA3 4STRIPED 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9RED MIX 5SHIFT DRESS 6.8,0
132,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.82,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9CHAMBRAY 5SHIFT DRESS 5.04,0
133,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.82,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4EMBROIDERED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9NAVY 5TUNICS 24.89,1
134,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.82,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.82,1
135,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.82,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4POLKA DOT 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9BLACK MIX 5SWING DRESS 9.13,0
